zpid_index,zpid,homeStatus,resoFacts.homeType,yearBuilt,bedrooms,bathrooms,resoFacts.architecturalStyle,datePosted,pageViewCount,favoriteCount,longitude,latitude,address.state,address.zipcode,address.city,address.streetAddress,price,zestimate,rentZestimate,livingArea,resoFacts.pricePerSquareFoot,resoFacts.lotSize,annualHomeownersInsurance,propertyTaxRate,resoFacts.taxAnnualAmount,dateSold,resoFacts.heating,resoFacts.hasCooling,resoFacts.garageSpaces,resoFacts.hasGarage,resoFacts.basement,resoFacts.hasPrivatePool,resoFacts.hasFireplace,resoFacts.hasSpa,listed_by.business_name,yearsOld
25276849,25276849,FOR_SALE,SingleFamily,1968,3,2,0,2022-09-07,296,11,-117.9549,33.677265,CA,92646,Huntington Beach,9921 Constitution Dr,1249000,1010700,3999,1626,768.0,"6,000 sqft",5246,0.69,0.0,0,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,First Team Real Estate,54
25268984,25268984,FOR_SALE,SingleFamily,1969,4,2,Contemporary,2022-09-08,741,41,-117.97801,33.653202,CA,92646,Huntington Beach,21302 Sand Dollar Ln,1349000,1349012,4370,1738,776.0,"6,000 sqft",5666,0.69,0.0,0,"['Central', 'Forced Air']",True,2,True,0,True,True,True,First Team Real Estate,53
25265661,25265661,FOR_SALE,SingleFamily,1977,4,3,0,2022-09-08,488,21,-118.04109,33.719948,CA,92649,Huntington Beach,16661 Parlay Cir,1300000,1300009,4981,2316,561.0,"5,882 sqft",5460,0.69,0.0,2013-08-23,['Central'],True,3,True,0,False,True,False,Caliber Real Estate Group,45
25110826,25110826,FOR_SALE,SingleFamily,1973,2,2,Traditional,2022-09-08,242,5,-118.00482,33.674072,CA,92648,Huntington Beach,19646 Stern Ln,1200000,1010300,3599,1450,828.0,"2,939 sqft",5040,0.69,0.0,2003-03-27,['Central'],True,2,True,0,False,True,True,PK Real Estate & Investments,49
25265660,25265660,FOR_SALE,SingleFamily,1977,4,3,Modern,2022-07-12,10052,371,-118.04104,33.720676,CA,92649,Huntington Beach,5021 Stallion Cir,1445000,1416666,5229,2642,547.0,"7,200 sqft",6069,0.69,0.0,2011-11-30,['Central'],True,3,True,0,True,True,True,1% Listing Broker,45
25280267,25280267,FOR_SALE,SingleFamily,1976,5,3,Traditional,2022-09-08,518,22,-117.97525,33.682556,CA,92646,Huntington Beach,8782 Crescent Dr,1599000,1583300,5784,2997,534.0,"6,000 sqft",6716,0.69,0.0,2002-07-17,['Central'],True,3,True,0,True,True,True,First Team Real Estate,46
25277600,25277600,FOR_SALE,SingleFamily,1963,3,2,0,2022-08-31,2421,95,-117.963005,33.67451,CA,92646,Huntington Beach,19831 Bushard St,1069000,1069008,3800,1302,821.0,"6,000 sqft",4490,0.69,0.0,2021-12-30,['Central'],True,2,True,0,False,False,False,NRI Group,59
2061651195,2061651195,FOR_SALE,SingleFamily,2014,5,5,0,2022-09-08,268,13,-117.98273,33.651314,CA,92646,Huntington Beach,8394 Noelle Dr #20,2050000,0,0,3763,545.0,"1,000 sqft",8610,0.69,0.0,0,['Central'],True,3,True,0,False,True,True,Coldwell Banker Realty,8
25272845,25272845,FOR_SALE,SingleFamily,1968,5,3,0,2022-08-01,7071,311,-117.96758,33.664177,CA,92646,Huntington Beach,9201 Colbreggan Dr,1600000,1600000,5000,2317,691.0,"6,240 sqft",6720,0.69,0.0,2019-01-07,['Central'],True,2,True,0,True,True,False,Pacific Sotheby's Int'l Realty,54
51623695,51623695,FOR_SALE,SingleFamily,2000,4,4,0,2022-09-07,464,20,-118.007164,33.693005,CA,92648,Huntington Beach,6946 Preakness Dr,2599000,2543700,7500,3809,682.0,"8,011 sqft",10916,0.69,0.0,2019-08-24,"['Central', 'Fireplace(s)', 'Forced Air', 'Solar', 'Zoned']",True,3,True,0,False,True,True,Realty One Group West,22
25281636,25281636,FOR_SALE,SingleFamily,1965,5,3,Ranch,2022-09-06,732,27,-117.94791,33.681732,CA,92646,Huntington Beach,19341 Fiji Ln,1250000,1245500,4056,1836,681.0,"6,000 sqft",5250,0.69,0.0,2021-09-28,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,Superior Real Estate Group,57
25267393,25267393,FOR_SALE,SingleFamily,1964,3,2,0,2022-07-13,9128,153,-118.035866,33.7167,CA,92649,Huntington Beach,16875 Canyon Ln,799888,790875,2749,1330,601.0,"1,010 sqft",3360,0.69,0.0,2017-12-28,['Central'],True,2,True,0,False,True,False,THE brokeredge,58
59723308,59723308,FOR_SALE,SingleFamily,2002,4,5,Cape Cod,2022-09-03,1475,71,-118.01463,33.673428,CA,92648,Huntington Beach,6601 Silent Harbor Dr,4125000,4060900,14471,4351,948.0,"7,774 sqft",17325,0.69,0.0,2017-07-14,['Forced Air'],True,3,True,0,True,True,True,United R.E. Professionals,20
25279783,25279783,FOR_SALE,SingleFamily,1975,5,3,Traditional,2022-09-09,212,6,-117.97982,33.68541,CA,92646,Huntington Beach,19081 Yacht Ln,1379000,1353700,4905,2241,615.0,"5,400 sqft",5792,0.69,0.0,2015-04-08,"['Central', 'Natural Gas']",True,3,True,0,True,True,True,First Team Real Estate,47
25300336,25300336,FOR_SALE,SingleFamily,1965,5,5,0,2022-08-31,2693,123,-118.06666,33.720646,CA,92649,Huntington Beach,16661 Wellington Cir,2988000,2901255,5856,2564,1165.0,"7,502 sqft",12550,0.69,0.0,2022-04-28,['Central'],True,3,True,0,True,True,True,Realty One Group West,57
25209285,25209285,FOR_SALE,SingleFamily,1965,4,3,Contemporary,2022-08-15,3866,189,-118.02214,33.709373,CA,92647,Huntington Beach,17412 La Mesa Ln,1695000,1725700,4984,2138,793.0,"6,262 sqft",7119,0.69,0.0,2021-12-23,['Central'],True,2,True,0,False,True,True,United R.E. Professionals,57
25265064,25265064,FOR_SALE,SingleFamily,1962,3,2,0,2022-08-26,3047,177,-118.032135,33.729332,CA,92649,Huntington Beach,5531 Castle Dr,1200000,1176900,3705,1277,940.0,"7,980 sqft",5040,0.69,0.0,2020-10-19,['Central'],True,2,True,0,True,True,False,Seven Gables Real Estate,60
25269176,25269176,FOR_SALE,SingleFamily,1972,4,3,"Bungalow,Traditional",2022-09-09,141,7,-117.972176,33.654785,CA,92646,Huntington Beach,21182 Poston Ln,1699000,1515300,5000,2276,746.0,"6,000 sqft",7136,0.69,0.0,1993-11-30,['Central'],True,3,True,0,True,True,True,"HomeSmart, Evergreen Realty",50
25291167,25291167,FOR_SALE,SingleFamily,1977,5,3,Contemporary,2022-09-08,190,7,-118.044334,33.71272,CA,92649,Huntington Beach,4831 Curtis Cir,2249900,1617200,5499,2896,777.0,"6,000 sqft",9450,0.69,0.0,2022-03-17,['Central'],True,3,True,0,False,True,False,Coldwell Banker Realty,45
25274777,25274777,FOR_SALE,SingleFamily,1971,4,2,0,2022-08-02,7510,202,-117.96267,33.6597,CA,92646,Huntington Beach,20872 Crestview Ln,1125000,1161100,3949,1332,845.0,"6,198 sqft",4725,0.69,0.0,2022-07-20,['Natural Gas'],True,2,True,0,True,False,False,Opendoor Brokerage Inc.,51
111420358,111420358,FOR_SALE,SingleFamily,1963,3,2,0,2022-08-16,3738,84,-117.96295,33.684147,CA,92646,Huntington Beach,9472 Velardo Dr,949500,929247,3800,1176,807.0,"7,000 sqft",3988,0.69,0.0,0,"['Central', 'Solar']",True,2,True,0,False,False,False,Premier Pacific Properties,59
25266907,25266907,FOR_SALE,SingleFamily,1972,4,2,0,2022-06-06,1230,72,-118.01565,33.71905,CA,92647,Huntington Beach,16742 Summercloud Ln,1150000,1153300,3800,1470,782.0,"6,100 sqft",4830,0.69,0.0,2018-04-12,['Central'],True,2,True,0,True,True,True,Keller Williams Pacific Estate,50
25267429,25267429,FOR_SALE,SingleFamily,1964,3,2,0,2022-07-12,6432,118,-118.03535,33.716114,CA,92649,Huntington Beach,16941 Ruby Cir,878000,871000,3938,1645,534.0,"2,069 sqft",3688,0.69,0.0,2001-06-15,['Central'],True,2,True,0,False,True,False,Realty One Group Synergy,58
25279235,25279235,FOR_SALE,SingleFamily,1968,3,2,0,2022-08-24,3543,171,-117.97472,33.684196,CA,92646,Huntington Beach,8801 Luss Dr,1149000,1149006,3499,1040,1105.0,"6,106 sqft",4826,0.69,0.0,2022-06-01,['Central'],True,2,True,0,False,False,False,Coldwell Banker Realty,54
25263586,25263586,FOR_SALE,SingleFamily,1962,4,2,0,2022-08-16,2338,77,-118.01575,33.73159,CA,92647,Huntington Beach,6472 Longford Cir,1075000,1065000,3595,1210,888.0,"7,000 sqft",4515,0.69,0.0,2022-04-19,0,True,2,True,0,False,False,False,Le Group Property,60
25111080,25111080,FOR_SALE,SingleFamily,1976,4,4,Contemporary,2022-07-14,5093,81,-118.009254,33.67434,CA,92648,Huntington Beach,19856 Deep Harbor Dr,1395000,1367800,4998,2260,617.0,"2,856 sqft",5859,0.69,0.0,0,['Central'],True,2,True,0,False,True,True,PK Real Estate & Investments,46
25261923,25261923,FOR_SALE,SingleFamily,1961,3,2,0,2022-09-06,166,1,-118.037476,33.733067,CA,92649,Huntington Beach,15762 Hummingbird Ln,1062500,1043181,3599,1232,862.0,"6,240 sqft",4463,0.69,0.0,2022-03-21,['Central'],True,2,True,0,False,True,False,Keller Williams Palos Verdes,61
25278978,25278978,FOR_SALE,SingleFamily,1966,2,2,0,2022-08-06,5843,183,-117.95548,33.67457,CA,92646,Huntington Beach,19832 Inverness Ln,650000,643797,2614,960,677.0,640 sqft,2730,0.69,0.0,2017-05-31,['Central'],True,0,False,0,False,True,True,A Star Realty,56
25264575,25264575,FOR_SALE,SingleFamily,1959,3,2,Traditional,2022-08-19,3569,86,-118.03741,33.729637,CA,92649,Huntington Beach,16002 Warren Ln,979999,999001,3595,1136,863.0,"7,500 sqft",4116,0.69,0.0,2021-08-13,['Central'],True,2,True,0,False,True,False,Abundance Real Estate,63
25272702,25272702,FOR_SALE,SingleFamily,1967,3,4,0,2022-07-12,3753,189,-117.97081,33.65992,CA,92646,Huntington Beach,9002 Five Harbors Dr,1699000,1672200,4600,1947,873.0,"5,880 sqft",7136,0.69,0.0,2021-12-15,['Central'],True,3,True,0,False,True,False,"Brian Hopkins, Broker",55
25212355,25212355,FOR_SALE,SingleFamily,2022,5,6,Custom Built,2022-06-21,5214,145,-117.96539,33.640095,CA,92646,Huntington Beach,22211 Malibu Ln,4999000,4909000,4808,5023,995.0,"6,000 sqft",20996,0.69,0.0,2020-02-10,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,0
25110723,25110723,FOR_SALE,SingleFamily,1973,3,3,Modern,2022-09-02,1770,46,-118.00634,33.67854,CA,92648,Huntington Beach,19471 Sandcastle Ln,1100000,1100006,4500,1728,637.0,"2,803 sqft",4620,0.69,0.0,2007-05-17,['Central'],True,2,True,0,False,True,True,First Team Real Estate,49
25267730,25267730,FOR_SALE,SingleFamily,1965,4,3,Contemporary,2022-07-20,3407,87,-118.01875,33.725555,CA,92647,Huntington Beach,16281 Underhill Ln,1319000,1293137,4800,2441,540.0,"6,039 sqft",5540,0.69,0.0,2012-05-01,"['Central', 'Forced Air']",True,3,True,0,False,True,False,RE/MAX Prestige Properties,57
25278830,25278830,FOR_SALE,SingleFamily,1965,1,1,Bungalow,2022-08-18,4132,72,-117.95563,33.67553,CA,92646,Huntington Beach,19771 Inverness Ln,505000,493800,1975,600,842.0,800 sqft,2121,0.69,0.0,2021-07-20,['Baseboard'],True,1,True,0,False,False,True,eXp Realty of California Inc,57
25262661,25262661,FOR_SALE,SingleFamily,1962,3,2,0,2022-08-06,4181,88,-118.017525,33.73889,CA,92647,Huntington Beach,6371 Citadel Dr,899000,891200,3040,1032,871.0,"7,000 sqft",3776,0.69,0.0,2004-02-27,['Central'],True,2,True,0,False,False,False,Coldwell Banker Realty,60
25263804,25263804,FOR_SALE,SingleFamily,1963,5,2,0,2022-08-15,3850,80,-118.023315,33.74095,CA,92647,Huntington Beach,6061 Cornell Dr,939900,982500,3699,1651,569.0,"6,540 sqft",3948,0.69,0.0,1999-07-07,0,True,2,True,0,False,True,False,Andrew John Young,59
25269596,25269596,FOR_SALE,SingleFamily,1965,4,3,0,2022-06-13,4030,121,-117.96423,33.646763,CA,92646,Huntington Beach,9361 Hudson Dr,1599000,1599005,4949,1947,821.0,"6,016 sqft",6716,0.69,0.0,2013-08-06,['Central'],True,2,True,0,False,False,True,eXp Realty of California Inc,57
25269492,25269492,FOR_SALE,SingleFamily,1965,3,3,0,2022-08-23,3386,152,-117.96794,33.64951,CA,92646,Huntington Beach,9161 Haiti Dr,1695000,1695010,4464,1836,923.0,"5,985 sqft",7119,0.69,0.0,2022-06-29,['Central'],True,2,True,0,True,True,True,Coldwell Banker Realty,57
25254624,25254624,FOR_SALE,SingleFamily,1967,5,3,Contemporary,2022-07-12,3423,180,-118.00494,33.726055,CA,92647,Huntington Beach,7101 Starlight Cir,1750000,1784800,4288,2492,702.0,"6,000 sqft",7350,0.69,0.0,2021-12-14,"['Central', 'Natural Gas']",True,2,True,0,True,True,True,COLDWELL BANKER LEADERS,55
25269100,25269100,FOR_SALE,SingleFamily,1973,3,2,0,2022-06-28,3937,104,-117.97413,33.657463,CA,92646,Huntington Beach,21001 Leasure Ln,1250000,1234700,4300,1575,794.0,"6,000 sqft",5250,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Seven Gables Real Estate,49
111426764,111426764,FOR_SALE,SingleFamily,1969,3,3,0,2022-08-17,5157,112,-117.96147,33.652546,CA,92646,Huntington Beach,21332 Pinetree Ln,1450000,1450006,5200,2454,591.0,"6,250 sqft",6090,0.69,0.0,0,['Central'],True,3,True,0,False,True,False,COLDWELL BANKER REALTY,53
25265354,25265354,FOR_SALE,SingleFamily,1960,4,2,0,2022-07-11,3006,78,-118.031136,33.724537,CA,92649,Huntington Beach,16352 Birdie Ln,999000,990000,3599,1268,788.0,"6,260 sqft",4196,0.69,0.0,2003-05-02,0,True,2,True,0,False,True,False,"Sail Properties, Inc.",62
25279308,25279308,FOR_SALE,SingleFamily,1969,4,3,Traditional,2022-07-30,2757,46,-117.968475,33.68596,CA,92646,Huntington Beach,19042 Randi Ln,1050000,1150003,4600,1868,562.0,"6,000 sqft",4410,0.69,0.0,0,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,Vista Pacific Realty,53
25272036,25272036,FOR_SALE,SingleFamily,1965,3,3,Traditional,2022-08-03,3399,99,-117.95556,33.663406,CA,92646,Huntington Beach,9881 Spinnaker Dr,1249000,1250000,4316,1763,708.0,"6,032 sqft",5246,0.69,0.0,0,['Central'],True,2,True,0,True,True,True,Landmark Realtors,57
25299687,25299687,FOR_SALE,SingleFamily,1964,3,2,0,2022-07-26,3109,92,-118.05249,33.713528,CA,92649,Huntington Beach,17139 Roundhill Dr,1825000,1796900,5000,1927,947.0,"6,700 sqft",7665,0.69,0.0,2021-11-01,['None'],True,2,True,0,False,True,False,eXp Realty of California Inc,58
25115153,25115153,FOR_SALE,SingleFamily,1979,3,3,0,2022-08-25,3430,73,-117.99052,33.67104,CA,92648,Huntington Beach,706 Oceanhill Dr,1225000,1225008,3999,1546,792.0,"3,000 sqft",5145,0.69,0.0,2014-11-20,0,True,2,True,0,False,True,True,MAINSTREET REALTORS,43
83275145,83275145,FOR_SALE,SingleFamily,2006,3,5,0,2022-09-05,767,11,-117.996124,33.65968,CA,92648,Huntington Beach,207 Chicago Ave,2429000,2255700,7146,3065,792.0,"3,125 sqft",10202,0.69,0.0,2021-11-01,['Central'],True,2,True,0,False,True,True,"Joann Dickinson Homes, Inc.",16
25287241,25287241,FOR_SALE,SingleFamily,1956,4,3,0,2022-06-07,1233,46,-117.98535,33.69833,CA,92646,Huntington Beach,18191 Lisa Ln,1499000,1566900,4600,2039,735.0,"8,172 sqft",6296,0.69,0.0,2020-09-21,0,True,2,True,0,True,True,False,"Cart Group., Inc.",66
25299027,25299027,FOR_SALE,SingleFamily,1963,4,2,0,2022-08-04,2450,74,-118.04941,33.727455,CA,92649,Huntington Beach,4542 Suite Dr,1089000,1070024,3599,1289,845.0,"6,000 sqft",4574,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Redfin,59
25269430,25269430,FOR_SALE,SingleFamily,1965,4,3,0,2022-04-28,4998,141,-117.96921,33.649803,CA,92646,Huntington Beach,9092 Regatta Dr,1799000,1799000,5000,2950,610.0,"6,958 sqft",7556,0.69,0.0,2003-03-04,['Central'],True,2,True,0,True,True,True,First Team Real Estate,57
25267027,25267027,FOR_SALE,SingleFamily,1965,4,3,0,2022-08-10,4020,118,-118.019905,33.72372,CA,92647,Huntington Beach,16412 Woodstock Ln,1399900,1399900,4800,2441,573.0,"6,000 sqft",5880,0.69,0.0,0,"['Central', 'Fireplace(s)']",True,3,True,0,False,True,False,Pacific Sotheby's Int'l Realty,57
25115277,25115277,FOR_SALE,SingleFamily,1975,3,3,Contemporary,2022-07-26,3048,48,-117.991714,33.669174,CA,92648,Huntington Beach,1320 Applecross Ln,1049900,1042100,4300,1859,565.0,"1,769 sqft",4410,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Huntington Beach Realty Inc,47
25111805,25111805,FOR_SALE,SingleFamily,1987,2,3,Traditional,2022-08-22,2896,70,-118.02433,33.67803,CA,92648,Huntington Beach,6136 Eaglecrest Dr,1895000,1884800,5499,2437,778.0,"2,944 sqft",7959,0.69,0.0,2015-06-01,['Forced Air'],True,2,True,0,False,True,True,Seven Gables Real Estate,35
25112749,25112749,FOR_SALE,SingleFamily,1956,3,2,0,2022-09-01,1339,43,-118.00143,33.66653,CA,92648,Huntington Beach,715 10th St,1799000,1799000,4495,1614,1115.0,"5,020 sqft",7556,0.69,0.0,1995-11-02,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,66
25266519,25266519,FOR_SALE,SingleFamily,1965,3,2,0,2022-07-22,1819,36,-118.01157,33.72977,CA,92647,Huntington Beach,6711 Walton Dr,1050000,1040600,3705,1644,639.0,"6,100 sqft",4410,0.69,0.0,2015-04-06,['Forced Air'],True,2,True,0,False,True,False,Remeo Realty Corp,57
25210275,25210275,FOR_SALE,SingleFamily,1997,4,3,0,2022-08-03,3532,92,-118.01437,33.682716,CA,92648,Huntington Beach,6525 Fremont Cir,3180000,3131600,8020,3413,932.0,"8,114 sqft",13356,0.69,0.0,2019-07-18,0,True,2,True,0,True,True,False,First Team Real Estate,25
25270776,25270776,FOR_SALE,SingleFamily,1968,4,2,0,2022-07-05,3152,62,-117.96192,33.647854,CA,92646,Huntington Beach,21671 Hilaria Cir,1400000,1427600,4300,1655,846.0,"6,000 sqft",5880,0.69,0.0,2022-03-09,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,54
63119753,63119753,FOR_SALE,SingleFamily,2003,3,4,Contemporary,2022-09-02,1309,36,-117.990616,33.653133,CA,92648,Huntington Beach,21246 Baeza Cir,2625000,2609797,6675,3165,829.0,"3,165 sqft",11025,0.69,0.0,2004-05-25,['Central'],True,3,True,0,False,True,True,Compass,19
246147461,246147461,FOR_SALE,SingleFamily,1989,3,4,0,2022-07-17,2013,52,-118.00452,33.65974,CA,92648,Huntington Beach,114 8th St,2690000,2638700,6146,3054,881.0,"2,875 sqft",11298,0.69,0.0,2005-07-29,['Forced Air'],True,2,True,0,False,True,False,KW Spectrum Properties,33
25300843,25300843,FOR_SALE,SingleFamily,2021,6,8,"Contemporary,Modern",2022-04-12,4560,115,-118.07825,33.72353,CA,90742,Sunset Beach,16351 S Pacific Ave,9250000,8727100,27943,6300,1468.0,"2,800 sqft",38850,0.69,0.0,2021-06-11,"['Central', 'Zoned']",True,3,True,0,False,True,False,Coldwell Banker-Campbell Rltrs,1
25291436,25291436,FOR_SALE,SingleFamily,1970,4,2,0,2022-08-04,3067,46,-118.0075,33.704876,CA,92647,Huntington Beach,6922 Rio Vista Dr,1299990,1300000,4949,2206,589.0,"5,595 sqft",5460,0.69,0.0,2012-05-22,"['Central', 'Forced Air']",True,2,True,0,True,True,False,SolTerra Estates & Lending Inc,52
25265297,25265297,FOR_SALE,SingleFamily,2006,5,5,Mediterranean,2022-08-20,3493,95,-118.03148,33.726025,CA,92649,Huntington Beach,16261 Birdie Ln,1899900,1875700,7500,3481,546.0,"7,000 sqft",7980,0.69,0.0,2022-06-23,['Central'],True,3,True,0,False,True,False,1000 Realty Corporation,16
25265939,25265939,FOR_SALE,SingleFamily,1963,4,3,0,2022-06-30,1860,67,-118.02694,33.724426,CA,92649,Huntington Beach,5821 Marshall Dr,1275181,1325000,5000,2223,574.0,"7,100 sqft",5356,0.69,0.0,2003-09-10,['Central'],True,2,True,0,False,True,False,Hive Realty,59
25113347,25113347,FOR_SALE,SingleFamily,2021,4,5,0,2022-08-11,4318,137,-118.00038,33.662388,CA,92648,Huntington Beach,506 7th St,3849000,3793600,11969,3611,1066.0,"3,702 sqft",16166,0.69,0.0,2021-10-21,['Central'],True,2,True,0,False,True,False,Compass,1
25115444,25115444,FOR_SALE,SingleFamily,1979,3,3,Traditional,2022-06-29,2588,44,-117.99207,33.665543,CA,92648,Huntington Beach,915 England St,1450000,1420600,5000,1896,765.0,"3,240 sqft",6090,0.69,0.0,2015-07-01,['Forced Air'],True,2,True,0,False,True,False,First Team Real Estate,43
25298550,25298550,FOR_SALE,SingleFamily,1969,4,4,Custom Built,2022-07-22,5380,75,-118.06216,33.72293,CA,92649,Huntington Beach,16449 Ladona Cir,3625000,3487640,11526,3582,1012.0,"5,000 sqft",15225,0.69,0.0,2005-11-01,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,53
25210123,25210123,FOR_SALE,SingleFamily,1998,4,5,0,2022-08-02,4265,63,-118.01567,33.677357,CA,92648,Huntington Beach,19604 Cloverwood Cir,3999000,3928300,11959,4245,942.0,"6,173 sqft",16796,0.69,0.0,2004-04-26,['Central'],True,3,True,0,False,True,False,Pacific Sotheby's Int'l Realty,24
2061652006,2061652006,FOR_SALE,SingleFamily,2022,3,6,Modern,2022-09-07,128,6,-118.00063,33.66254,CA,92648,Huntington Beach,521 7th St,3250000,0,0,2651,1226.0,"2,938 sqft",13650,0.69,0.0,0,0,True,2,True,0,False,True,False,Compass,0
25113087,25113087,FOR_SALE,SingleFamily,2022,3,6,Modern,2022-09-07,128,8,-118.0004,33.66318,CA,92648,Huntington Beach,523 7th St,3250000,2166500,3028,2785,1167.0,"2,938 sqft",13650,0.69,0.0,2019-07-25,['Central'],True,2,True,0,False,True,False,Compass,0
25201017,25201017,FOR_SALE,SingleFamily,1960,3,2,0,2022-08-09,3358,93,-117.977196,33.71811,CA,92647,Huntington Beach,8682 Salem Cir,1095000,1095500,3575,1480,740.0,"6,090 sqft",4599,0.69,0.0,2022-05-18,['Central'],True,2,True,0,False,True,False,RE/MAX Select One,62
25109548,25109548,FOR_SALE,SingleFamily,1990,4,4,0,2022-07-08,2659,59,-118.01165,33.670677,CA,92648,Huntington Beach,510 21st St,2250000,2211600,6076,2765,814.0,"2,874 sqft",9450,0.69,0.0,2016-01-26,['Central'],True,0,True,0,0,True,False,Sotheby's International Realty,32
25210350,25210350,FOR_SALE,SingleFamily,1997,4,4,0,2022-07-29,2663,74,-118.01379,33.683865,CA,92648,Huntington Beach,6558 Ashbury Cir,2495000,2473500,5587,2968,841.0,"5,444 sqft",10479,0.69,0.0,1998-01-28,0,True,3,True,0,False,True,False,Coldwell Banker Realty,25
25303168,25303168,FOR_SALE,SingleFamily,1965,3,2,Contemporary,2022-08-26,2681,39,-118.022766,33.747128,CA,92647,Huntington Beach,6091 Larchwood Dr,1275000,1263200,3499,1305,977.0,"6,000 sqft",5355,0.69,0.0,2022-01-31,"['Fireplace(s)', 'Forced Air']",True,2,True,0,False,True,False,Coldwell Banker Realty,57
25112991,25112991,FOR_SALE,SingleFamily,1989,3,4,0,2022-06-08,2433,57,-118.00095,33.66457,CA,92648,Huntington Beach,612 9th St,1980000,1937900,5658,3104,638.0,"2,938 sqft",8316,0.69,0.0,2017-05-16,['Central'],True,2,True,0,False,True,False,Advance Estate Realty,33
25292220,25292220,FOR_SALE,SingleFamily,1975,4,2,0,2022-07-12,3127,59,-118.022896,33.702225,CA,92647,Huntington Beach,17902 Fernpoint Cir,1395000,1373600,4796,1986,702.0,"7,000 sqft",5859,0.69,0.0,2008-03-17,['Central'],True,3,True,0,True,True,True,RE/MAX College Park Realty,47
25254672,25254672,FOR_SALE,SingleFamily,1967,4,4,0,2022-08-04,1638,45,-118.00393,33.72573,CA,92647,Huntington Beach,16291 Serenade Ln,1395000,1449700,4600,2821,495.0,"6,500 sqft",5859,0.69,0.0,1996-09-18,0,True,2,True,0,True,True,False,Billions Homes Realty Corporation,55
25263833,25263833,FOR_SALE,SingleFamily,1963,4,3,0,2022-09-03,2708,73,-118.02246,33.74096,CA,92647,Huntington Beach,6101 Cornell Dr,975000,975008,3643,1519,642.0,"6,420 sqft",4095,0.69,0.0,2017-09-15,['Central'],True,2,True,0,False,True,False,eXp Realty of California Inc,59
25201701,25201701,FOR_SALE,SingleFamily,1965,4,3,0,2022-07-07,2594,72,-117.98427,33.718273,CA,92647,Huntington Beach,16821 Montclair Ln,1249000,1232099,3949,1948,641.0,"6,600 sqft",5246,0.69,0.0,2006-05-16,"['Central', 'Fireplace(s)', 'Forced Air', 'Natural Gas']",True,2,True,0,True,True,False,Dedicated Property Management,57
25271682,25271682,FOR_SALE,SingleFamily,1990,4,3,Mediterranean,2022-08-31,1021,22,-117.96632,33.65465,CA,92646,Huntington Beach,21221 Hillsdale Ln,2699000,2649430,7673,3388,797.0,"6,600 sqft",11336,0.69,0.0,2019-10-21,"['Central', 'Natural Gas']",True,3,True,0,True,True,True,Advance Estate Realty,32
25266995,25266995,FOR_SALE,SingleFamily,1966,4,3,0,2022-09-02,1239,21,-118.02162,33.723366,CA,92647,Huntington Beach,16442 Bradbury Ln,1300000,1281000,4570,2293,567.0,"7,070 sqft",5460,0.69,0.0,0,['Central'],True,2,True,0,False,True,True,McPeake-Powell Realty,56
25274868,25274868,FOR_SALE,SingleFamily,1971,5,3,Mediterranean,2022-07-15,2088,37,-117.956024,33.660892,CA,92646,Huntington Beach,9852 Star Dr,1525000,1493200,5328,2512,607.0,"6,120 sqft",6405,0.69,0.0,0,"['Central', 'Fireplace(s)', 'Natural Gas']",True,3,True,0,False,True,False,"Cheryl Ramirez, Broker",51
25273783,25273783,FOR_SALE,SingleFamily,1961,4,3,Modern,2022-08-09,2719,99,-117.98234,33.665154,CA,92646,Huntington Beach,8341 Indianapolis Ave,1595000,1595500,4300,1845,864.0,"7,000 sqft",6699,0.69,0.0,2014-04-02,['Central'],True,1,True,0,False,True,True,Charlotte T. De Hesa,61
25280101,25280101,FOR_SALE,SingleFamily,1977,4,4,Mediterranean,2022-06-10,2294,76,-117.9814,33.672523,CA,92646,Huntington Beach,8412 Clarkdale Dr,2200000,2181300,7352,3782,582.0,"6,180 sqft",9240,0.69,0.0,2020-03-04,['Central'],True,3,True,0,True,True,True,Seven Gables Real Estate,45
336862509,336862509,FOR_SALE,SingleFamily,2014,3,4,Modern,2022-06-18,3434,104,-118.00397,33.659706,CA,92648,Huntington Beach,121 7th St,3490000,3444078,0,2877,1213.0,"2,938 sqft",14658,0.69,0.0,2019-07-17,"['Central', 'Fireplace(s)', 'Natural Gas', 'Zoned']",True,2,True,0,False,True,True,First Team Real Estate,8
25281522,25281522,FOR_SALE,SingleFamily,1965,5,3,0,2022-07-08,2672,79,-117.953384,33.66571,CA,92646,Huntington Beach,20441 Kenworth Cir,1625000,1588900,5999,2864,567.0,"7,020 sqft",6825,0.69,0.0,2004-02-24,['Central'],True,2,True,0,True,True,True,Beach Pointe Properties Inc,57
